text,workout_type,source,video_title,channel,likes,date,video_id,author,word_count,spam,cleaned_text,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,sentiment_category,motivation_type,motivation_strength,equipment_gym_specific,equipment_home_specific,equipment_free_weights,equipment_cardio,equipment_primary,total_equipment_mentions,satisfaction_positive,satisfaction_negative,satisfaction_progress,satisfaction_frustration,satisfaction_net,satisfaction_level
"""Any missing muscles."" What? This is a full body workout meaning all muscles I thought.",gym,youtube,My New Science-Based Full Body Workout For Pure Bodybuilding,Jeff Nippard,1,2025-10-22,czkGj5vJEFQ,@ScottMalkinsonisW,15,False,Any missing muscles What? This is a full body workout meaning all muscles I thought,0.155,0.845,0.0,-0.296,negative,goal_oriented,1,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
Is it ok to do this same workout every time I workout?,gym,youtube,My New Science-Based Full Body Workout For Pure Bodybuilding,Jeff Nippard,0,2025-10-12,czkGj5vJEFQ,@rorenplays5982,12,False,Is it ok to do this same workout every time I workout?,0.0,0.82,0.18,0.296,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Monday - chest.  ,trice. , shoulders 
Tuesday - back and biceps
Wednesday - leg and abs
Thursday - shoulders and arms",gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2026-03-09,2sasCsWHzO4,@xaddo.-gaming,21,False,Monday chest trice shoulders Tuesday back and biceps Wednesday leg and abs Thursday shoulders and arms,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
What if I want to add another leg day in but I only have 4 days (I work weekend/nights,gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2026-02-26,2sasCsWHzO4,@igrim_x_x4062,19,False,What if I want to add another leg day in but I only have 4 days I work weekend nights,0.0,0.929,0.071,0.0387,neutral,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
i bet all the chuds in this comment section will never have the work ethic to achieve his physique even if they have twice the amount of 'gear' they claim him to do,gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2026-02-13,2sasCsWHzO4,@chicopatata33,33,False,i bet all the chuds in this comment section will never have the work ethic to achieve his physique even if they have twice the amount of gear they claim him to do,0.0,1.0,0.0,0.0,neutral,mixed,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"I think the best split goes something like this
Monday: Legs
Tuesday: Push
Wednesday: Pull
Thursday: Legs
Friday: Rest
Saturday: Upper
Sunday: Rest

Repeat",gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2026-02-06,2sasCsWHzO4,@EthanConstantinescu-nl1nz,24,False,I think the best split goes something like this Monday Legs Tuesday Push Wednesday Pull Thursday Legs Friday Rest Saturday Upper Sunday Rest Repeat,0.0,0.758,0.242,0.7717,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"How does ""arms"" differ from biceps or triceps? Referring to day 4.",gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2026-01-04,2sasCsWHzO4,@hotant522,12,False,How does arms differ from biceps or triceps? Referring to day 4,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I need the arms and shoulders day full workout if someone has it,gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-12-23,2sasCsWHzO4,@Kaze-r8f,13,False,I need the arms and shoulders day full workout if someone has it,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
For the 4th day since we doing arms will back and chest get limited?,gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-12-17,2sasCsWHzO4,@zayaanhasssen10,14,False,For the 4th day since we doing arms will back and chest get limited?,0.128,0.872,0.0,-0.2263,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
4th day should be FBW to target every muscle 2 times a week (legs and abs also),gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-12-07,2sasCsWHzO4,@okon7464,17,False,4th day should be FBW to target every muscle 2 times a week legs and abs also,0.0,1.0,0.0,0.0,neutral,goal_oriented,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"more gear than last time cuz he couldnt do it without 
cheater and a liar
juicer from day 1",gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-11-17,2sasCsWHzO4,@mikkeljensen6303,19,False,more gear than last time cuz he couldnt do it without cheater and a liar juicer from day 1,0.0,0.73,0.27,0.6759,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"I just started working out 5 or 6 weeks ago, and I have been doing all these in one day, every day, so should I keep doing it like that or do it like this? I don't know what to do, so can someone tell me if its better to do a workout routine or all of them at once in one day.",gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-11-08,2sasCsWHzO4,@PositiveScriptures,63,False,I just started working out 5 or 6 weeks ago and I have been doing all these in one day every day so should I keep doing it like that or do it like this? I don t know what to do so can someone tell me if its better to do a workout routine or all of them at once in one day,0.0,0.87,0.13,0.7845,positive,mixed,3,0,0,0,0,no_equipment,0,1,0,1,0,1,satisfied
2 days full body training 4 days martial arts 1 day light training or rest.,gym,youtube,4 Day Workout Routine 🦾,Hussein,0,2025-10-26,2sasCsWHzO4,@blake8666,15,False,2 days full body training 4 days martial arts 1 day light training or rest,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
"youre so beautiful so dont listen to anyone saying youre too skinny. you arent to skinny, youre just really beautiful :)",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-03-08,FDpnYOqC1Jw,@edelweiss-,21,False,youre so beautiful so dont listen to anyone saying youre too skinny you arent to skinny youre just really beautiful,0.0,0.682,0.318,0.855,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Im 14 and I workout daily every morning because it makes me feel energized during the day and it also feels like a big accomplishment in my day,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-03-03,FDpnYOqC1Jw,@DefneCokuk-h9c,28,False,Im 14 and I workout daily every morning because it makes me feel energized during the day and it also feels like a big accomplishment in my day,0.0,0.805,0.195,0.7003,positive,mixed,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"🙋🏻‍♀️ Not “skinny” but definitely weak. Glad I found your channel. I’m an endurance athlete and I never focused on weights, but after having my first baby, he is growing so quickly that it’s physically hurting me to carry him around for too long.
Going back to the gym after Ramadan ends to build that muscle ❤",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-25,FDpnYOqC1Jw,@Kel.eclair,57,False,Not skinny but definitely weak Glad I found your channel I m an endurance athlete and I never focused on weights but after having my first baby he is growing so quickly that it s physically hurting me to carry him around for too long Going back to the gym after Ramadan ends to build that muscle,0.201,0.706,0.093,-0.7913,negative,goal_oriented,3,0,0,2,1,no_equipment,3,0,1,0,0,-1,dissatisfied
"I mean... Mikasa is literally designed to have better genes than the average person when they're activated (so they have a genetic advantage) but to be fair, that was explored in Season 3.",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-23,FDpnYOqC1Jw,@marxvargas7697,33,False,I mean Mikasa is literally designed to have better genes than the average person when they re activated so they have a genetic advantage but to be fair that was explored in Season 3,0.0,0.814,0.186,0.6597,positive,mixed,3,0,0,0,0,no_equipment,0,1,0,1,0,1,satisfied
"My reason was that I wasn’t happy being thin either and I used unhealthy and disordered methods to maintain it. 

I started working out because achieving goals and pursuing the hobby along with the feeling of wanting to become better. I was around weight lifting from an early age but never thought it was for me, I was so wrong. The endorphins alone are amazing they make my day, seeing new PR makes me feel progress.

I’d rather lift heavy weight and feel strong than be sad and starved.",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-23,FDpnYOqC1Jw,@onihoneys,89,False,My reason was that I wasn t happy being thin either and I used unhealthy and disordered methods to maintain it I started working out because achieving goals and pursuing the hobby along with the feeling of wanting to become better I was around weight lifting from an early age but never thought it was for me I was so wrong The endorphins alone are amazing they make my day seeing new PR makes me feel progress I d rather lift heavy weight and feel strong than be sad and starved,0.175,0.654,0.172,-0.3263,negative,goal_oriented,8,0,0,1,0,no_equipment,1,4,0,2,0,4,very_satisfied
Imagine working out for years and never looking like you've touched a weight. This is a woman's life. Thank God you were born a man.,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-18,FDpnYOqC1Jw,@tullythebully5539,25,False,Imagine working out for years and never looking like you ve touched a weight This is a woman s life Thank God you were born a man,0.079,0.749,0.172,0.3591,positive,goal_oriented,1,0,0,1,0,no_equipment,1,1,0,0,0,1,satisfied
"I got you 😂. I was inspired by mikasa too 😂. But now , i want just to look healthy and look better🤧 . And a bit influenced by Vi and Ambessa 😂😂😂",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-15,FDpnYOqC1Jw,@Kirayl_the_alt_christian,33,False,I got you I was inspired by mikasa too But now i want just to look healthy and look better And a bit influenced by Vi and Ambessa,0.0,0.646,0.354,0.8735,positive,inspirational,3,0,0,0,0,no_equipment,0,1,0,1,0,1,satisfied
"My reason was initially to get a gf. I hate being alone. I ended up loving the weights. Like, I could die from lifting, and still love it. I was a very slothful, lustful, and glutinous kid. I didn't even try in anything. Quit EVERYTHING. I hate that person. Nowadays, while I've grown massively, starting out from benching the bar to 315. Not being able to sqaut with a bar, to squatting 315 for reps. And deadlifting 500+. Probably my biggest achievement, though, is losing 110 lbs. I'm just at peace knowing I ain't a quitter no more. That ain't me. God bless.",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,1,2026-02-05,FDpnYOqC1Jw,@Th3ßatman,103,False,My reason was initially to get a gf I hate being alone I ended up loving the weights Like I could die from lifting and still love it I was a very slothful lustful and glutinous kid I didn t even try in anything Quit EVERYTHING I hate that person Nowadays while I ve grown massively starting out from benching the bar to 315 Not being able to sqaut with a bar to squatting 315 for reps And deadlifting 500 Probably my biggest achievement though is losing 110 lbs I m just at peace knowing I ain t a quitter no more That ain t me God bless,0.156,0.68,0.164,0.2263,positive,internal,5,0,1,3,0,home_focused,4,1,1,0,0,0,neutral
"and now you went full circle and became an inspiration to us, congratulations!! keep it up!",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-03,FDpnYOqC1Jw,@Zappison,16,False,and now you went full circle and became an inspiration to us congratulations!! keep it up!,0.0,0.631,0.369,0.8472,positive,inspirational,1,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
"As soon as she said "" Attack on Titan "" I hit the like button 😎",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-02,FDpnYOqC1Jw,@teddy-joeflouty6038,16,False,As soon as she said Attack on Titan I hit the like button,0.199,0.641,0.16,-0.1531,negative,inspirational,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Very similar to you. I was so skinny up until recently that people used to tell me “I could eat soup out of your collarbones.,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-01,FDpnYOqC1Jw,@Krimchin,25,False,Very similar to you I was so skinny up until recently that people used to tell me I could eat soup out of your collarbones,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Mikasa got me into this too. Now I can do 100 sit ups. 40 with weight,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-02-01,FDpnYOqC1Jw,@maryscott532,16,False,Mikasa got me into this too Now I can do 100 sit ups 40 with weight,0.0,1.0,0.0,0.0,neutral,mixed,2,0,0,1,0,no_equipment,1,0,0,0,0,0,neutral
"I love seeing people train because of anime, the OG dragonball training arc with goku kulilin and roshi is what got me into extremely intense training sessions.",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-01-31,FDpnYOqC1Jw,@Gong-Fu_Hermit,27,False,I love seeing people train because of anime the OG dragonball training arc with goku kulilin and roshi is what got me into extremely intense training sessions,0.0,0.806,0.194,0.6997,positive,inspirational,3,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"Still not stronger than a man, hate how theres a gender war to be the strongest or which is better.",gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-01-30,FDpnYOqC1Jw,@JustinTurdoCastro420,20,False,Still not stronger than a man hate how theres a gender war to be the strongest or which is better,0.342,0.455,0.203,-0.6103,negative,goal_oriented,2,0,0,0,0,no_equipment,0,2,1,2,0,1,satisfied
Mikasa was/it's my goal too! I just couldn't help myself when I saw such a strong and powerful female character. She is incredible and so are you!,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-01-29,FDpnYOqC1Jw,@clazuoo,27,False,Mikasa was it s my goal too! I just couldn t help myself when I saw such a strong and powerful female character She is incredible and so are you!,0.0,0.701,0.299,0.855,positive,internal,5,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
My reason for not working out is that I'm lazy and I lack the motivation to do it for myself.,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-01-29,FDpnYOqC1Jw,@jeffreymurillo3131,20,False,My reason for not working out is that I m lazy and I lack the motivation to do it for myself,0.216,0.676,0.108,-0.34,negative,internal,3,0,0,0,0,no_equipment,0,0,1,0,1,-1,dissatisfied
No wayyy I just finished Attack on Titan and Mikasa inspired me to get fit too!! I've been underweight my whole life and I'm starting to see some progress 🧡,gym,youtube,how my journey started with inspiration from anime #gymgirl #gym #gymmotivation,breadman,0,2026-01-29,FDpnYOqC1Jw,@mycatwinona,30,False,No wayyy I just finished Attack on Titan and Mikasa inspired me to get fit too!! I ve been underweight my whole life and I m starting to see some progress,0.146,0.605,0.25,0.5837,positive,inspirational,5,0,0,1,0,no_equipment,1,1,0,1,0,1,satisfied
"Ah yes, the invisible camera technique i haven't used since the heian era..",gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-09,WDyPos9W3cM,@AdemRyuma-vl4xb,13,False,Ah yes the invisible camera technique i haven t used since the heian era,0.0,0.803,0.197,0.4019,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,1,0,0,neutral
Wow you just happened to have your phone angled on them while trying to do that and then your happened to walk in the room and happened to show off 🙏💔✌️😒,gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-08,WDyPos9W3cM,@CoolMathGames.Edu_learn,31,False,Wow you just happened to have your phone angled on them while trying to do that and then your happened to walk in the room and happened to show off,0.0,0.884,0.116,0.5859,positive,mixed,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
If you just walked in how did you get the camera there already 🤨,gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-08,WDyPos9W3cM,@Codisthegoat,14,False,If you just walked in how did you get the camera there already,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
The foot touch was diabolical and the hand in pocket was so nonchalant…,gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,1,2026-03-08,WDyPos9W3cM,@Dogggarecute1,13,False,The foot touch was diabolical and the hand in pocket was so nonchalant,0.0,0.789,0.211,0.4939,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Bro is that all u can do? A one arm handstand,gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-08,WDyPos9W3cM,@SarahBell-n1x,11,False,Bro is that all u can do? A one arm handstand,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
If he just walk in how tf his phone get there magically,gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-08,WDyPos9W3cM,@JasonIngramisgoated,12,False,If he just walk in how tf his phone get there magically,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"dude*(i think this is fake im dreamin) "" touches foot to check"" welp hes real",gym,youtube,I made them SHOCKED 💀 (The end 🤯) #calisthenics #motivation #gym #gymmotivation #streetworkout,Alexandrosthenics,0,2026-03-08,WDyPos9W3cM,@AbrielleEiseman,15,False,dude i think this is fake im dreamin touches foot to check welp hes real,0.193,0.807,0.0,-0.4767,negative,goal_oriented,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Que basura de video con voz IA?? que notivacion es esa,gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,0,2026-03-02,HI7TKeck_YI,@mauricioc5311,11,False,Que basura de video con voz IA?? que notivacion es esa,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
This track hits HARD — perfect for pushing that last set.,gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,2,2025-11-16,HI7TKeck_YI,@GymBeatsMix,11,False,This track hits HARD perfect for pushing that last set,0.154,0.578,0.267,0.3751,positive,not_detected,0,1,0,0,0,gym_focused,1,1,1,0,0,0,neutral
This beat hits hard! 🔥 Robert Gym Beats would vibe perfectly with this energy.,gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,0,2025-11-09,HI7TKeck_YI,@GymBeatsMix,14,False,This beat hits hard! Robert Gym Beats would vibe perfectly with this energy,0.078,0.556,0.366,0.7345,positive,external,1,0,0,0,0,no_equipment,0,1,1,0,0,0,neutral
"I felt so drained and tired everday. I tried everything, preworkouts, youtube gurus, morning routines that nearly killed me. none of it hit. then i saw someone mention Testosterone Rewired by David Brooks in the comments and it literally changed my life. Following everything in that book past couple of weeks made me realize I was running on empty for YEARS. wish I knew about this years ago🔥",gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,12,2025-07-17,HI7TKeck_YI,@ShahnazAbbasi-y2d,68,False,I felt so drained and tired everday I tried everything preworkouts youtube gurus morning routines that nearly killed me none of it hit then i saw someone mention Testosterone Rewired by David Brooks in the comments and it literally changed my life Following everything in that book past couple of weeks made me realize I was running on empty for YEARS wish I knew about this years ago,0.168,0.795,0.037,-0.861,negative,mixed,2,0,0,0,0,no_equipment,0,0,1,1,0,-1,dissatisfied
"not gonna lie, i felt numb for months. like i was just surviving, not really living. then someone dropped Testosterone Rewired by David Brooks in a yt comment and i gave it a shot. bro… this book gave me my edge back. not by yelling at me to hustle, but by showing me how to fix my foundation. life hits different now.",gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,0,2025-07-17,HI7TKeck_YI,@KaranmedaMeda-z7h,62,False,not gonna lie i felt numb for months like i was just surviving not really living then someone dropped Testosterone Rewired by David Brooks in a yt comment and i gave it a shot bro this book gave me my edge back not by yelling at me to hustle but by showing me how to fix my foundation life hits different now,0.029,0.914,0.057,0.1655,positive,inspirational,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"If you’ve been wondering why you’re not feeling as strong, motivated, or sharp as you used to, Testosterone Rewired by David Brooks might just have the answers. The book focuses on the power of testosterone and how increasing it can seriously transform your health and mindset. If you’re tired of feeling drained or out of balance, this book offers some solid advice on how to get back to your peak",gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,0,2025-07-17,HI7TKeck_YI,@gouravkatariya8336,70,False,If you ve been wondering why you re not feeling as strong motivated or sharp as you used to Testosterone Rewired by David Brooks might just have the answers The book focuses on the power of testosterone and how increasing it can seriously transform your health and mindset If you re tired of feeling drained or out of balance this book offers some solid advice on how to get back to your peak,0.153,0.791,0.056,-0.7133,negative,internal,3,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
"Tried all the hacks. ice baths, preworkouts, even dopamine detoxes. none of it clicked. I felt so tired everyday. then someone dropped Testosterone Rewired by David Brooks in a comment and I checked it out. been locked in ever since. no hype, just clarity. wild how long I was running on fumes.🔥",gym,youtube,"NO MORE EXCUSES, TIME TO CONQUER - Gym Motivation 🤬",Gym League,0,2025-07-17,HI7TKeck_YI,@ShahilShahil-g2p,52,False,Tried all the hacks ice baths preworkouts even dopamine detoxes none of it clicked I felt so tired everyday then someone dropped Testosterone Rewired by David Brooks in a comment and I checked it out been locked in ever since no hype just clarity wild how long I was running on fumes,0.131,0.819,0.05,-0.5173,negative,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
I ❤ my stretch marks . I see them . I feel proud on myself 💪🏼😤,gym,youtube,Pump Before Workout Vs Pump After Workout #motivation #gymmotivation #trending #shortsviral #trend,AYUSHINGYM SHORTS,0,2025-12-19,8Dp00waJPCQ,@BIGGSHOTS14,16,False,I my stretch marks I see them I feel proud on myself,0.0,0.721,0.279,0.4767,positive,internal,3,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"No... your neglecting yourself,  your mental health will deteriorate.  You have to address your well being in all areas . Ignoring it will only make things worst . Trust me lads !",gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,1,2026-02-11,Nnr1dmuqLgk,@Torax_,32,False,No your neglecting yourself your mental health will deteriorate You have to address your well being in all areas Ignoring it will only make things worst Trust me lads !,0.297,0.569,0.134,-0.7644,negative,internal,2,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
I know this is true because I have been through it and I have come out the other side.,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,1,2026-01-28,Nnr1dmuqLgk,@LawranceDavies-br4fg,19,False,I know this is true because I have been through it and I have come out the other side,0.0,0.843,0.157,0.4215,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I’m a 11yr old I’m kinda chubby and I can’t find motivation,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,2,2026-01-10,Nnr1dmuqLgk,@AviationForce,12,False,I m a 11yr old I m kinda chubby and I can t find motivation,0.0,0.745,0.255,0.34,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
You don’t get moments like this without putting in a lot of quiet work first. That part doesn’t get enough credit.,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,1,2026-01-02,Nnr1dmuqLgk,@UnbreakableAthletes,21,False,You don t get moments like this without putting in a lot of quiet work first That part doesn t get enough credit,0.0,0.779,0.221,0.6249,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Today has been one of the worst I've been through over this Christmas period.
Although it's been like one of the best it's like something is stopping my positive attitude which is normally switched on.",gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,1,2025-12-29,Nnr1dmuqLgk,@andyedge7912,35,False,Today has been one of the worst I ve been through over this Christmas period Although it s been like one of the best it s like something is stopping my positive attitude which is normally switched on,0.12,0.611,0.269,0.7964,positive,not_detected,0,0,0,0,0,no_equipment,0,1,1,0,0,0,neutral
Not all the time . Sometimes you need a break . A break to reflect,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,0,2025-12-19,Nnr1dmuqLgk,@ozb10,15,False,Not all the time Sometimes you need a break A break to reflect,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I really want to change myself i can't live in this hardest situation ❤,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,0,2025-12-12,Nnr1dmuqLgk,@UnReal-j4w,14,False,I really want to change myself i can t live in this hardest situation,0.0,0.863,0.137,0.1513,positive,internal,4,0,0,0,0,no_equipment,0,0,1,1,0,-1,dissatisfied
"Beginners this is not, but I'll come back to this once I'm more fit!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-09,cbKkB3POqaY,@xLovelyThorns,14,False,Beginners this is not but I ll come back to this once I m more fit!,0.0,0.751,0.249,0.61,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
To every beginner that made upto 50% gal congratulations 🎉 it isn’t easy as you watch it,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-09,cbKkB3POqaY,@janenamatovu5371,17,False,To every beginner that made upto 50 gal congratulations it isn t easy as you watch it,0.0,0.673,0.327,0.7783,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"# 25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout

Great beginner-friendly workout! It's tough getting started, but so worth it. I built a free AI coach for beginners called ARIA that talks you through every rep. Check my profile for the link!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-08,cbKkB3POqaY,@enriqueflorendo,49,False,25 MIN FULL BODY HIIT for Beginners No Equipment No Repeat Home Workout Great beginner friendly workout! It s tough getting started but so worth it I built a free AI coach for beginners called ARIA that talks you through every rep Check my profile for the link!,0.08,0.686,0.233,0.8878,positive,mixed,2,0,0,0,0,no_equipment,0,2,0,0,1,2,very_satisfied
"# 25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout

Awesome workout for beginners! Really appreciate that it requires no equipment. I built a free AI coach for beginners called ARIA that talks you through every rep. Link in my bio!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-08,cbKkB3POqaY,@enriqueflorendo,47,False,25 MIN FULL BODY HIIT for Beginners No Equipment No Repeat Home Workout Awesome workout for beginners! Really appreciate that it requires no equipment I built a free AI coach for beginners called ARIA that talks you through every rep Link in my bio!,0.123,0.672,0.205,0.7489,positive,mixed,2,0,0,0,0,no_equipment,0,2,0,0,1,2,very_satisfied
"I kept doing this, (like full video withous any breaks plus) , and i was on healthy diet and i lost only 2 kilograms in a month, and i looked even more bulky and bloated, I had randomly spasms in my thighs during the day, It's not a bad workout, but when you're girl like me 17yo and you wanna look snatch, debloated and slim all the way your body can, this is not workout for you. ❤

You can find more girlier workouts for slimming those areas. And lymphatic drainage massages. 

But thanks ❤it was fun 🥰",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-08,cbKkB3POqaY,@skzentxt-t3b,98,False,I kept doing this like full video withous any breaks plus and i was on healthy diet and i lost only 2 kilograms in a month and i looked even more bulky and bloated I had randomly spasms in my thighs during the day It s not a bad workout but when you re girl like me 17yo and you wanna look snatch debloated and slim all the way your body can this is not workout for you You can find more girlier workouts for slimming those areas And lymphatic drainage massages But thanks it was fun,0.016,0.806,0.177,0.9449,positive,not_detected,0,0,0,0,0,no_equipment,0,2,1,1,1,1,satisfied
