text,workout_type,source,video_title,channel,likes,date,video_id,author,word_count,spam
"Today has been one of the worst I've been through over this Christmas period.
Although it's been like one of the best it's like something is stopping my positive attitude which is normally switched on.",gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,1,2025-12-29,Nnr1dmuqLgk,@andyedge7912,35,False
Not all the time . Sometimes you need a break . A break to reflect,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,0,2025-12-19,Nnr1dmuqLgk,@ozb10,15,False
I really want to change myself i can't live in this hardest situation ❤,gym,youtube,Ultimate Gym Motivation Playlist 2024 💪 Best Workout Music for High-Intensity Sessions #gymmusic, GYM F4,0,2025-12-12,Nnr1dmuqLgk,@UnReal-j4w,14,False
"Beginners this is not, but I'll come back to this once I'm more fit!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-09,cbKkB3POqaY,@xLovelyThorns,14,False
To every beginner that made upto 50% gal congratulations 🎉 it isn’t easy as you watch it,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-09,cbKkB3POqaY,@janenamatovu5371,17,False
"# 25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout

Great beginner-friendly workout! It's tough getting started, but so worth it. I built a free AI coach for beginners called ARIA that talks you through every rep. Check my profile for the link!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-08,cbKkB3POqaY,@enriqueflorendo,49,False
"# 25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout

Awesome workout for beginners! Really appreciate that it requires no equipment. I built a free AI coach for beginners called ARIA that talks you through every rep. Link in my bio!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-08,cbKkB3POqaY,@enriqueflorendo,47,False
"I kept doing this, (like full video withous any breaks plus) , and i was on healthy diet and i lost only 2 kilograms in a month, and i looked even more bulky and bloated, I had randomly spasms in my thighs during the day, It's not a bad workout, but when you're girl like me 17yo and you wanna look snatch, debloated and slim all the way your body can, this is not workout for you. ❤

You can find more girlier workouts for slimming those areas. And lymphatic drainage massages. 

But thanks ❤it was fun 🥰",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-08,cbKkB3POqaY,@skzentxt-t3b,98,False
Not for beginners just FYI. Requires upper body strength to do many many plank and pull-up exercises.,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-07,cbKkB3POqaY,@JM-NYer,17,False
Day 1; prayed to God three times for strength got all the way to 14:39 secs before hitting my limit and I'm honestly proud of it lol,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-07,cbKkB3POqaY,@LeniyaWilliams,27,False
"It's my first day 
11 minutes and exhausted like hell
Will continue tomorrow 
And update here",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-07,cbKkB3POqaY,@unknown-vr5cy,16,False
"i started a new journey to look fit ,eat clean , and i am also improving my communication  
its my 1st day of workout so i am very excited and i feel tired very quick my mantra is start slow and stay consistent 
☑10 min only 🙃",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,4,2026-03-06,cbKkB3POqaY,@LilyRoy-r7m,47,False
"Day 1: got to 8:35, took a 5 minute break, skipped supermans and did wall pushups and standing leg raises, did regular glute bridges instead, skipped bridge pulses, wall push ups for the left lift and push-ups, plank for the plank front walk backs, skipped low plank hold",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-05,cbKkB3POqaY,@37macherie00,48,False
Can someone please like it to remind me to practise everyday?,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,6,2026-03-05,cbKkB3POqaY,@aditibhattacharyya9613,11,False
"beginners workout and I still couldn't finish all of it.. guess I'm more out of shape than I tought. So new goal, do this every day until I can do the whole 28 minutes!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-05,cbKkB3POqaY,@mandy5959,34,False
Someone keep liking this plz. So i get reminded to do this everyday,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,5,2026-03-05,cbKkB3POqaY,@Rash748,13,False
"Standing Jacks
4 crunches + 4 squat pulses
Squats
Walk it out
Reach up and down
Plank side step
Child pose + knee push up
Split squat
Step back burpee
Plank toe tap
Squat + crunch
Slow mountain climbing
3 sec hold squat
Plank Shoulder tap
Superman
Knee push ups
Low plank leg raises
Crunches
Lean back body twist
Reach + hug thigh
Legs up and down
Ab hold
Legs glute bridge
Legs glute bridge pulses
Burpee + 2 punches
Leg lift + push up
Plank walk front and back
Low plank side dips
Plank hold
Child pose 
Deep lunges
Inhale exhale",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,3,2026-03-05,cbKkB3POqaY,@SoviSonu,102,False
Not perfect but I completed however I could. I am proud of myself for starting. Please like this so I come back to this video  heart ♥,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-05,cbKkB3POqaY,@ThatOneYoutuberr,27,False
"Tryint to get to 65kg in 5 month 
Sw:77kg
Cw:76kg
I will inform u about my weight every month 
Day 1 stopped at: 6:01",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-04,cbKkB3POqaY,@Mari.011x,24,False
"1st day done. Please like this comment

2nd day- its so soar
3rd day- feeling good did it",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,3,2026-03-04,cbKkB3POqaY,@KristinaCassandraMillana-j5i,18,False
"I did it! I completed it and I don’t really feel tired. I did most of the exercises well except I couldn’t do the pushup ones :(
But hey at least I tried, it was lowkey fun too
You are awesome!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-03,cbKkB3POqaY,@hiiiiiiii24,41,False
this was harder than I expected lol... i had to modify some exercises because I couldnt do them,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-03,cbKkB3POqaY,@arya.5,18,False
Start Training With Me on My App (7 day Free-Trial): www.dalatifit.com,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,801,2023-06-15,YjLni7LsycM,@dalati,11,False
"Damn no bicep training, aside from pull ups if you even count that",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-21,YjLni7LsycM,@edi1499,13,False
"My issue with pull-ups is a lack of straight bars to use. I don't really have a nearby park for it, and I have no equipment. I'd but something for it, but I'm broke. . .

Is there an alternative option?",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-16,YjLni7LsycM,@Frisk_the_Phoenix,41,False
"Pull ups cant do

No park.
Cant afford the pull up bar😢
Too short for door😭",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-11,YjLni7LsycM,@JustARandomCroissant,16,False
Does it all have to be done in a day?... Then keeping it up daily,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-09,YjLni7LsycM,@charlesuwaga3587,15,False
This is a nice excersie but I would say probably a intermediate one not a beginner one but still a cool workout plan by Pierre,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-01-30,YjLni7LsycM,@lelou_175,25,False
"crazy to assume everyone can do pullups
this was 2 years ago tho??",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2025-12-04,YjLni7LsycM,@comicallyFlow,13,False
Thx I'm saving this vid and will add these to my routine,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2025-11-24,YjLni7LsycM,@decayed_firecaster,12,False
"📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌

No Equipment? No Problem!🫡👇

▸ Push-Ups – 3 sets x 12-15 reps  
▸ Pike Push-Ups – 3 sets x 10-12 reps  
▸ Close Grip Push-Ups – 3 sets x 8-10 reps  
▸ Mountain Climbers – 3 sets x 30-45 sec

*30-45 sec rest between sets

SAVE, SHARE & TRY!✌️
.
📲Download our fitness app : www.squatcouple.app

📲ดาวน์โหลดโปรแกรมออกกำลังกายในแอปได้ที่ : www.squatcouple.app",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,157,2024-10-02,iQtLqqvVPV8,@SQUATCOUPLE,67,False
Should I do these exercises every day? If so how many times should I do every single exercise,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-03-03,iQtLqqvVPV8,@mexicanboy09,18,False
"Any tips about this ""train to failure"" thing because after I go past my limit (like my body go jelly), I need days just to rest because I really can't move it because it hurt/sore so bad.",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,13,2026-03-03,iQtLqqvVPV8,@Guests99,37,False
Totally thought he was going to do an ab push up 😅,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-02-18,iQtLqqvVPV8,@Contaminatedvitalsigns,12,False
Anyone girl here how like to get veiny hands and 💪❤😅,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-01-30,iQtLqqvVPV8,@NikhilSagar-d8t,11,False
"Thank you for your valuable insights — this knowledge has been truly helpful to me. To make your expertise accessible to more people in countries like the USA, UK, and Germany, you might consider creating an account on StrongBody AI, a freelance platform with multilingual support. If you'd like to know more, just reply to this comment.",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2025-12-02,iQtLqqvVPV8,@daniel-strongbodyai,57,False
My legs are aching I’m tryna not get fun of anymore so I have to do this,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-03-06,AqiS1Qe_drQ,@mega_blastoise1,17,False
"For beginners, How many times a week should we do this? Or is it everyday?",home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-03-03,AqiS1Qe_drQ,@Flipmeister,15,False
Leg workout is the best but most people always want to run from it,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-02-24,AqiS1Qe_drQ,@Jtigerfitness1,14,False
"Oh yeah, got done with this workout. Legs are filling it recommending for sure.",home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-02-22,AqiS1Qe_drQ,@denothegreat514,14,False
2 years later I'm just now rocking this workout. Just got done - I know I'm going to be hurtin tomorrow,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-02-19,AqiS1Qe_drQ,@samdickinson8212,21,False
Thanks man gym was way too crowded today so this really helped!,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-01-17,AqiS1Qe_drQ,@goldorezzz,12,False
Is 45 sec lunge js how many you can do in 45 seconds?,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-01-11,AqiS1Qe_drQ,@Balright-w3g,13,False
is it okay to have a rest in between sets and for how long?,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-01-03,AqiS1Qe_drQ,@tyreaseAnau,14,False
I know you do a lot of QB and WR stuff but do you have any tips on how to watch film for Linebackers? More specifically how to read the offense and try and predict plays,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2025-12-31,AqiS1Qe_drQ,@LukeKeuchlyTheGoat,36,False
"I did this and it worked really well im tired, but what about calves i didnt really feel anything in that",home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2025-12-27,AqiS1Qe_drQ,@aidenpanap4173,21,False
Good workout but half these targets the shoulder and back not the arms.,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-03-02,YEyFdtni3uU,@orwhynotrandom,13,False
Is it better to do it in the exact order ? Or in reps lol,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-03-02,YEyFdtni3uU,@Juulpawd,15,False
Do I need to do it by being in standing position because I have prolapse,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-26,YEyFdtni3uU,@CeaselessVision,15,False
Thanks for the graceful workout imma send dis to my gf,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-24,YEyFdtni3uU,@FelineThrasher,11,False
5 mins for the first one is wild. Maybe it was an error 😕,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-12,YEyFdtni3uU,@alysiawilson9860,14,False
Guys if you're a beginner this workout is great. Pair it with a fitness timer (I used an app called Timer Plus but there are a ton on the app store) to help keeping count. I added 15sec recovery time between each move.,home,youtube,5 MIN ARM WORKOUT,MadFit,1,2026-02-01,YEyFdtni3uU,@mimio008,43,False
"❤❤❤Thanks,, I disa your full workout today and felt awesome. 💪",home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-01-30,YEyFdtni3uU,@anthonettfillies4759,11,False
its actually 8 exercises because the sode plank has to be done on BOTH sides,home,youtube,7 best bodyweight exercises,WeShape,0,2024-11-24,HOAR6kManeo,@dragonchr15,15,False
Yah you could but a lot of hotels nowadays have gyms even some nicer apartments have very nicely furnished gymnasiums. Yah🎧,home,youtube,7 best bodyweight exercises,WeShape,0,2024-11-14,HOAR6kManeo,@BuffetBuff,21,False
"Can u share some lower body strengthening and inch loss exercise ( lower back ,hips ,outer and inner thighs , calf muscles )",home,youtube,7 best bodyweight exercises,WeShape,0,2024-02-24,HOAR6kManeo,@mokshaa6329,23,False
My back off and on so ... thanks. But I don't know if it'll get me to drop body fat🤔☕️,home,youtube,7 best bodyweight exercises,WeShape,0,2024-01-20,HOAR6kManeo,@SlyBurrito360,20,False
"Obviously bone on bone arthritis would prevent ppl from doing some of these, but especially not recommended to get up and down from a couch that low.  Ouch!",home,youtube,7 best bodyweight exercises,WeShape,0,2024-01-10,HOAR6kManeo,@pjstar2009,28,False
Bro normal push ups are also made Hindu people in India,home,youtube,7 best bodyweight exercises,WeShape,0,2023-12-23,HOAR6kManeo,@manasshukla2151,11,False
"Pull Ups
Rows
Push Ups
Dips
Squats
Reverse Hyperextension 
Sit Ups",home,youtube,7 best bodyweight exercises,WeShape,3,2023-12-22,HOAR6kManeo,@stumpythetarantula,11,False
Please make these into a video i need exercises i can actually do without all the extras,home,youtube,7 best bodyweight exercises,WeShape,0,2023-12-05,HOAR6kManeo,@callieduval3000,17,False
Respected sir one small correction in Hindu push ups. Your leg and both hands must be in the same width,home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-29,HOAR6kManeo,@ravishivanna2425,20,False
"Fab . ....But, why are lunges so hard? Am I the only person on the planet with little ankle flexibility. ( double bounced while trampolining). Is there are tips for that?",home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-29,HOAR6kManeo,@kelbell9312,31,False
"The Hindu Push up ? Lol is that what u call it ? It’s a Yoga pose , and in India, it’s called the upward Dog or in Sanskrit “ Urdhva Mukha Svanasana “",home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-13,HOAR6kManeo,@Helloyellowyogi,34,False
Am I the only one who wants to eat this man's butt?,home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-09,HOAR6kManeo,@lotfibouhedjeur,12,False
"We’re back — and moving together again ✨

If you’re training with me today, comment “DONE” once you finish.

I’d love to know ⬇
• Where you’re moving from
• How your body felt during the workout

This isn’t about perfection — it’s about showing up for yourself.
More sessions coming ... I Promise🤍https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f447.png",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,40,2026-01-15,bM2ueLV0A4I,@Mrandmrsmuscle,54,False
I’m out of town with no equipment and this was perfect!  I did 3 rounds to give me 30 minutes. Killer!  Thank you!,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-02-27,bM2ueLV0A4I,@lynngardner76,23,False
girl i LOVE your videos mainly the image atthe bottom.. HOWEVERRRRRRRR do you do any videos without lunges????  I dont want an easy workout thaats why i watch but AS SOOOOON as I see a lunge i clink off I have to much weight and i dont like the knee things... any way you can do a big girl knee your normal intensity workout?? workouts with stretching and building involved... lol am i asking for a tall order i know i apologize .. just love your style,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-02-25,bM2ueLV0A4I,@naturallydee6850,87,False
Used today loveee. Love the muscles worked shown also puts it into perspective!!,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-30,bM2ueLV0A4I,@ShonnicaAddison,13,False
The stark white background is so so so offputting. feels like we are in a dystopian world.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-30,bM2ueLV0A4I,@peppermagic,17,False
Done! So happy to see you back! You Are the Best!!! I've been following you for around 4 years and am still in love with your fitness sessions.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-28,bM2ueLV0A4I,@aat865,28,False
Thanks in advance MrandMrsMuscle! Checkin in and I love the workouts so far. Will check in under the pinned post after <3,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-27,bM2ueLV0A4I,@DamiXDesign,22,False
"Ohh my goodness thank you so much. It's my first day following your routine, I am at 12:23 and I paused the video to appreciate you, I am working out after many days almost after like a week and other vdos on yt either don't make me sweat or make me breathless in like 5 mins
This is the pace I need and it is not at all too much for me
Thank you soooo muchh",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,2,2026-01-25,bM2ueLV0A4I,@aprajitasikdar1750,76,False
"I came across your page last year,since then I’ve been stock and obsessed with your routines😊 I must say I’ve been able to loose about 5kg of weight and some belly fat.welcome back ❤",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-21,bM2ueLV0A4I,@rosellakings3200,34,False
"Hi, I love your routines, especially the standing ones. These have been very useful for me as a rheumatoid arthritis patient 💓💓",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,2,2026-01-20,bM2ueLV0A4I,@lunadeagosto365,22,False
Nice I like your video to guide me workout at home❤❤,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-20,bM2ueLV0A4I,@hereralyaa,11,False
I'm loving your videos. Thank you for going at a decent pace and not going super fast. It feels like I can actually think about the move I'm doing instead of just trying to keep up.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-20,bM2ueLV0A4I,@anarendon1858,36,False
"Make sure you head to https://athleanx.com/blackbook to grab my Biceps Black Book gift for free. As always, thanks for watching and let me know which bodyweight exercise I may have left off the list here that you love for building muscle!",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,17,2026-03-08,kHXBL5BTIus,@athleanx,41,False
"All of these are awesome, they feel bloody great, but the one exception being that behind the head chin up. Tried that, really don't like how it feels on the neck, not one bit.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-10,kHXBL5BTIus,@Johny40Se7en,34,False
Wise move on this video most Americans so broke they no longer can afford a Gym Membership.,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-10,kHXBL5BTIus,@DiGiTaLGraveDigga,17,False
The Black Book download is good! (You'll have to turn off your ad blockers.),home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@USS-SNAKE-ISLAND,14,False
9:40 any advice on safe mounting/unmounting during handstand pushups with a wall?,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@karanbalwani,12,False
"Some great ideas here. Especially those one can do everywhere where there’s no equipment. 
The door frame movement I actually do sometimes just because it feels good. Never thought to enhance it to a work out.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@MathieuDeVinois,36,False
"Torrai Velorie right hand reached for the sword on her hip as she quickly rose and turned towards the threat..

3/6",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@visionsogeurope1324,21,False
Explaining the door jamb face pull when your partner has to call the paramedics will be fun,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@mikesurel5040,17,False
"All exercises with weights, machines, and bodyweight are worth doing intentionally and properly",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@art-o9e7n,13,False
"Respect for Jeff doing pull ups mid outro. Loved that video,  Keep it up coach!",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@lidorbiton1073,15,False
I like lower chest dips however those aren't really a bodyweight exercise for me anymore because of increased the amount that I can do so I feel like I got to where I was doing three reps with like 75 additional pounds and that's where it's beneficial actually I'd like to increase that a little more I feel like you're not going to see that much of a benefit until you can do like an additional 75 lb because then you can get more reps with less weight unless you got the machine that adds weight which makes you lighter so you can do more reps. Those machines are great. With that machine the chin-ups are more beneficial than the pulldowns,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@PrestonSmithArch9266,121,False
"Wow Weird, you could have told us this years ago that we didn't need a gym or all these videos you produced.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@MonntgomerySon,22,False
"Hey man, do you have any videos about exercises to do with severe arthritis?",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@Delineated69,14,False
I feel like I'm not going to get enough benefit from chin-ups unless I got the machine that I can add weight to so I can get more reps or if I can get to where I can do at least three reps with 65 or 75 pounds Of additional weight So I tend to just not do them because I don't have that machine And they just do bicep pulldowns,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@PrestonSmithArch9266,71,False
Gyms are becoming very expensive now - so videos like these are very beneficial 👏🏻💫👏🏻,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@ad4mkelly,15,False
"You are way too lean, bro. So dangerous to maintain such a low bodyfat for so many years. You've aged so much visibly from chronic stress and starvation. Fit is not the same thing as healthy and it shows. I'm 43 and have lifted for 28 years. How are you able to stay so lean pushing 50 and not collapse from the natural test levels of a 90 year old woman? Eat more saturated fat and dietary cholesterol from red meat and eggs. Feel better at 12% body fat. There's no way you are mainaining this naturally. You look very sickly and young men are watching you thinking starvation is ok. After all these years, my advice to young men is eat red meat, eggs, and butter, avoid carbs and seed oils, and train enough to do the trick but not too much. It took so many years of suffering with bad advice to realize this.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@coreyoliver3182,156,False
While body weight exercises are indeed fine for beginners...unless you add weight to yourself...you cannot progressive overload as the number of reps doesn't translate.,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@normhagen1913,24,False
"Abs mass is also a “go vs show” aspect.  Just because abs mass makes you slightly less “ideally” shaped, abs strength is very beneficial for overall spinal and overall stability.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@matthewprather7386,30,False
"Love getting ""No Gym Needed"" advice from a dude who spends literally all his time in a gym.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,1,2026-03-09,kHXBL5BTIus,@jesse_cole,18,False
"Biceps Black Book.
Now there's a throwback. I remember reading that years ago on AthleanX after getting one of the programs.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@fiddlebender88,21,False
I made this routine if you need a little kick in the pants to get training again in a simple way. Do this for 3 sets. It should only take you around 20-30 minutes. 2-3 days per week. You'll be making some solid gains and getting in good shape. Keep it very simple and build up some momentum with this basic bodyweight workout. If you feel motivated from there add a few more things in :) Have fun with it!,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,274,2022-11-17,h5eC6HW7CHU,@Strengthside,80,False
"Don't believe this guy please, you're only going to waste your time with that shit of ""workout""",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2025-12-28,h5eC6HW7CHU,@NicolasBurgosNeira-c8y,17,False
Is it strange when you squat to feel in your abductors?,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2025-12-22,h5eC6HW7CHU,@YoursTrulyJZ,11,False
"I don’t know about getting some muscles… It keeps you fit and healthy, but I’m pretty sure you know as well as I do. We need a lot more to develop bigger muscles. Although I only do bodyweight workout like you guys.🤘🏼🤘🏼",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-11-06,h5eC6HW7CHU,@crldnlc,42,False
"I’ve been doing there since my early 20s because I grew up with ambulatory cerebral palsy and learning these were very helpful with learning muscle control so I can have full use of my body

I’m now 29 and training for a marathon ☺️",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-09-09,h5eC6HW7CHU,@753studios6,44,False
I gonna try. Good job fam. I want to stay fit without gym,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-09-02,h5eC6HW7CHU,@normanheurtematte,13,False
I may incorporate the toe squats and overhead deadlifts into my leg routine,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-11,h5eC6HW7CHU,@raymondjblaze7761,13,False
"I need to work on that, because I  need lose weight to lose my wrist because I'm skinny fat.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-08,h5eC6HW7CHU,@stevengilles2977,19,False
"Very good!- and the shape he’s in looks not only Aesthetically Super, but seems Seriously Functional, too.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-06,h5eC6HW7CHU,@richardmapa2585,17,False
Lovely stuff as always. I tell people that you don’t need a gym all the time.,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-05,h5eC6HW7CHU,@lachutequimarche8074,16,False
